shape		t		lossrate		minCoverage	PM		runtime

1111011010001110011011		9		0.162455		30		49112		4.86399
1111011010001110011011		8		0.0997996		28		50248		4.87882
1111011010001110011011		7		0.0198856		26		51783		4.87497
1111011010001110011011		6		0		24		52455		4.87357
11101110110001110110001		9		0.199634		30		48732		4.82789
11101110110001110110001		8		0.154406		28		49621		4.83229
11101110110001110110001		7		0.0827471		26		50818		4.86103
11101110110001110110001		6		0.0338522		24		51910		4.85249
11101110110001110110001		5		0		22		52728		4.92797
1111111111100000111		11		0.199634		29		48941		4.83897
1111111111100000111		10		0.170603		28		49513		4.84518
1111111111100000111		9		0.142802		27		50034		4.84068
1111111111100000111		8		0.0695407		26		51248		4.77629
1111111111100000111		7		0.041901		25		51803		4.8217
1111111111100000111		6		0.0139667		24		52446		4.843
1111111111100000111		5		0		22		52930		4.88144
11111111111111		12		0.185142		25		49241		4.8305
11111111111111		11		0.153161		24		49808		4.92279
11111111111111		10		0		23		52157		4.97649
110101111001100010111		10		0.17175		30		49141		2.39327
110101111001100010111		9		0.142719		29		49732		2.37446
110101111001100010111		8		0.0589555		27		51211		2.38026
110101111001100010111		7		0		25		52386		2.38292
11111111110000111		12		0.19034		28		49137		2.29482
11111111110000111		11		0.124129		27		50219		2.29086
11111111110000111		10		0.0962546		26		50788		2.30568
11111111110000111		9		0.0695407		25		51343		2.33848
11111111110000111		8		0		24		52570		2.31136
1111111111111		13		0.185142		25		49241		2.34034
1111111111111		12		0		24		51989		2.353
1110100111010011101		11		0.124129		29		49993		1.70512
1110100111010011101		10		0.0800575		28		50887		1.70384
1110100111010011101		9		0.0535667		27		51490		1.71069
1110100111010011101		8		0.0139667		26		52328		1.70798
1110100111010011101		7		0		24		52778		1.7174
11111111100111		14		0.185142		27		49174		1.64938
11111111100111		13		0.153161		26		49765		1.64831
11111111100111		12		0		25		52153		1.65762
111111111111		14		0		25		51865		1.66646
11111101110101		15		0.194437		28		49036		1.73513
11111101110101		14		0.153161		27		49747		1.73583
11111101110101		13		0		26		52124		1.75005
1111111001111		15		0.185142		27		49168		1.60343
1111111001111		14		0		26		51978		1.61415
11111111111		16		0		26		51737		1.6089
111001001010011101		14		0.175847		31		48872		1.92586
111001001010011101		13		0.105623		30		50141		1.92849
111001001010011101		12		0.0800575		29		50839		1.93163
111001001010011101		11		0.041901		28		51642		1.9368
111001001010011101		10		0		27		52550		1.9393
1111111000111		16		0.185142		28		49146		1.97072
1111111000111		15		0		27		51993		1.98375
1111111111		18		0		27		51584		1.98003
111001001010001011		14		0.105623		31		50067		2.83781
111001001010001011		13		0.0695407		30		50947		2.84025
111001001010001011		12		0.041901		29		51638		2.835
111001001010001011		11		0		28		52590		2.84615
111111100011		17		0		28		51878		3.12667
111111111		20		0		28		51391		3.1125
101001111000101		17		0.185142		31		48960		6.92165
101001111000101		16		0.124129		30		50087		6.89254
101001111000101		15		0		29		52157		6.92721
11111100011		19		0		29		51729		7.58924
11111111		22		0		29		51246		7.52583
